city,property_name,link,property_id,society,societyName,latitude,longitude,price,pricePerSqft,area,areaWithType,areaSqm,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,overlooking,agePossession,postedDate,nearbyLocations,description,furnishDetails,features,rating,mainImage,breadcrumbHierarchy,additionalDetailsJson,reraStatus,reraWebsite,dealerName,dealerCompany,dealerMemberSince,dealerAddress,dealerWebsite
bangalore,"3 BHK FlatinThanisandra Main Road, Bangalore North",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purva-atmosphere-thanisandra-main-road-bangalore-north-2022-sqft-spid-N89292275,N89292275,Purva Atmosphere,Purva Atmosphere,13.064802777777778,77.63638333333334,3.45 Crore,"@ 17,062 per sqft","₹17,062 /sqft",Super Built-up area 2022(187.85 sq.m.)Carpet area: 1449 sqft (134.62 sq.m.)  sqft,187.85,3 Bedrooms,4 Bathrooms,1 Balcony,,"Thanisandra Main Road, Bangalore North",29th   of 34 Floors,North,Park,0 to 1 Year Old,"Jun 11, 2026","['Thanisandra Main Road', 'Elements Mall', 'Manayata Tech Park', 'Kristu Jayanti College', 'St Johns School', 'Aster CMI Hospital', 'Kempegowda International Airport', 'Courtyard by Marriott', 'Cubbon Park Metro Station', 'Chikka Banavara Junction']","Purva atmosphere is a premium, ready to move project by purvankara group in north bangalore. It's a part of world home collection, featuring advanced mivan construction and smart home automation (Blunex) for lighting, security and climate control. The project includes a roof top clubhouse on 34th fl...",,,"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.1 out of 5']",https://imagecdn.99acres.com/media1/38731/8/774628732O-1781073671153.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Thanisandra Main Road', '3 BHK Flats for sale in Thanisandra Main Road']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Water Source"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinWhitefield, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-whitefield-bangalore-east-1605-sqft-spid-K87907622,K87907622,SVS Silver Woods,SVS Silver Woods,12.958257599722222,77.7400899,1.92 Crore,"@ 11,962 per sqft","₹11,962 /sqft",Built-up area: 1605 (149.11 sq.m.)Carpet area: 1300 sqft (120.77 sq.m.)  sqft,149.11,3 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,"Svs Silver Woods, Phase 1, Whitefield, Bangalore, Whitefield, Bangalore",6th   of 8 Floors,North,Pool,1 to 5 Year Old,"Apr 24, 2026","['Looking Good Furniture', 'St. Theresa Novitiate', 'Sri Devi Karumariamman Temple', 'Sri Devi Karumariamman Temple Mahadwara', 'Veeranjaneya Devasthana', 'Shree Ramakrishna Temple', 'Kotak mahindra bank ATM', 'Hdfc bank ATM', 'Andhra bank ATM', 'Icici ATM', 'Hdfc ATM', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Hair Loss Treatment in Bangalore - Hairline International', 'Agarwal Eye Hospital', 'Vignesh medicals', '24x7 Pharmacy', ""Visitor's Car Park"", 'Shell', 'Jagriti Theatre', 'Andhra bank', 'The Fat Chef', ""Domino's Pizza"", 'Saffron Patch', 'Udupi Delecacy', 'Cafe Bel Cibo Patio', 'The Farmhouse Kitchen & Bakery', 'Cream Stone', 'Daily Sushi', 'Toscano - Wine collection', 'Bhagini Park', 'Cafe Coffee Day', ""Kolkata's"", 'Pizza Hut PHD', 'Chez Mariannick', 'Bhagini Iris', 'Sowparnika Bakery And Sweets', 'The Biere Street', 'Chin Chin', 'Refresh', 'Moriz Restaurant', 'The Marigold - Fine Dine', 'Whitefield Dum Biriyani', ""Glen's Bakehouse"", 'Bright Beginnings Preschool', 'Neev School', 'The Dunmore House Preschool', 'Chrysalis Kids', 'Viha', 'Kideens', 'Delhi Public School']","Located in the popular residential address of whitefield, bangalore east, svs silver woods is one of the most preferred destination for apartments in bangalore east. This 3 bhk flat is your ticket to be a part of this community. Constructed on a built up area of 1602 sq.Ft., the flat comprises 3 bed...","['Fan', 'Geyser', 'Light', 'Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Security / Fire Alarm', 'Power Back-up', 'Corner Property', 'Vaastu Compliant', '1 Covered Parking', 'Security Guard', 'Swimming Pool', 'Visitor Parking', 'Park', 'Maintenance Staff', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Gymnasium', 'Waste Disposal', 'Rain Water Harvesting']","['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",https://imagecdn.99acres.com/media1/37409/0/748180686O-1776937601915.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Whitefield', '3 BHK Flats for sale in Whitefield']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Facing"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://rera.karnataka.gov.in/,,,,,
bangalore,"2 BHK FlatinPanduranga Nagar, Bannerghatta Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shabari-kuteera-panduranga-nagar-bangalore-south-920-sqft-spid-X91956920,X91956920,Shabari Kuteera,Shabari Kuteera,12.893608333333331,77.59619166666666,85 Lac,"@ 9,239 per sqft","₹9,239 /sqft",Carpet area: 920 (85.47 sq.m.)  sqft,85.47,2 Bedrooms,2 Bathrooms,1 Balcony,,"Panduranga Nagar, Bannerghatta Road",1st   of 3 Floors,,,10+ Year Old,"Jun 25, 2026","['South India Shopping Mall', 'Jamia Masjid', 'Hdfc bank ATM', 'Corporation bank ATM', 'Ing vysya bank ATM', 'Axis bank ATM', 'Sbi atm - iimb campus', 'Aditi Maternity and Genral Nursing Home', 'Rajashree Granthim hospital', 'BBMP Office', 'MedPlus', 'Trust', 'Arekere MICO Layout Bus Station', 'Corporation bank', 'Axis bank', 'Vijaya bank', 'Canara bank', 'State bank of india', 'Icici bank', 'IIM Auditorium', 'Bejing Bites', 'Goli Vada Pav', 'Hot Burg', 'Sufiyan', 'Adyar Ananda Bhavan', 'Fattoush', 'Five Star Chicken', 'Ammis Biriyani', 'Adigas', 'Guru Garden Restaurant', 'Zanghs Dynasty', 'Dominos', ""Dadi's Dum Biryani"", 'Bengaliana', 'Cafe Coffee Day', 'Pizza Hut', 'Subway', ""Prabhakar's"", 'Athithi Andhra Style Restaurant', 'Yellow Submarine', 'Canteen', 'Chai-Unchai', 'Athicas Canteen', 'Snack Corner', 'St Peter Ntm School Doresanipalya', 'New Nobal School Arkere Bommana Halli Cmc', 'Amiti Software Technologies Ltd.', 'Practo Technologies Pvt Ltd', 'BPL', 'Just books library']","This 2 bhk flat on the 1st floor of a low-Rise building in shabari kuteera, bannerghatta road, offers 920 sqft of comfortable living space. Featuring 2 bedrooms and 2 bathrooms, the 10+ year old apartment comes unfurnished and is available immediately. Enjoy proximity to shopping, religious sites, a...",,"['Vaastu Compliant', '1 Covered Parking', 'Natural Light', 'Airy Rooms']","['Connectivity4 out of 5', 'Lifestyle4 out of 5', 'Safety3.9 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/39147/14/782954028O-1782345179949.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Bannerghatta Road', 'Flats for sale in Panduranga Nagar', '2 BHK Flats for sale in Panduranga Nagar']","{""Transaction Type"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://rera.karnataka.gov.in/,,,,,
bangalore,"2 BHK FlatinHosur Road, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-brooklyn-towers-hosur-road-bangalore-south-841-sqft-spid-S89500076,S89500076,Sobha Brooklyn Towers,Sobha Brooklyn Towers,12.788724966594,77.744249081994,1.12 Crore,"@ 13,333 per sqft","₹13,333 /sqft",Carpet area: 841 (78.13 sq.m.)  sqft,78.13,2 Bedrooms,2 Bathrooms,1 Balcony,,"Hosur Road, Bangalore",32nd   of 33 Floors,East,,Within 3 months,"May 06, 2026","['Bommasandra Metro Station', 'Medhini Arcade', 'National Highway 48', 'Jnana Jyoti Public School', 'Alliance University', 'Athreya Hospital', 'Kempegowda International Airport', 'Anekal railway station', 'Vyom Technosoft Pvt Ltd', 'The Oterra Hotel', 'Clover Greens Golf Course and Resort', 'Anthivadi Stadium']","2 bhk north-Facing flat for sale | near metro | premium amenities - Ultra premium flat A well-Designed 2 bhk flat offering a perfect blend of comfort and modern living, located in a highly convenient and well-Connected neighborhood.Property details:Carpet area: 841 sq. Ft.
Configuration: 2 bed...",,,"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Hosur Road', '2 BHK Flats for sale in Hosur Road']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"2 BHK Flatin Hennur Gardens, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-victory-conrad-hennur-bangalore-north-1100-sqft-spid-W90348076,W90348076,Victory Conrad,Victory Conrad,13.065769444444443,77.65487777777778,93.5 Lac,"@ 8,500 per sqft","₹8,500 /sqft",Super Built-up area 1100(102.19 sq.m.)Carpet area: 950 sqft (88.26 sq.m.)  sqft,102.19,2 Bedrooms,2 Bathrooms,2 Balconies,,"Hennur Gardens, Bangalore",1st   of 4 Floors,North,,5 to 10 Year Old,"Apr 21, 2026","['Elu Road', 'Bangalore Group of Institutions', 'Legacy School', 'Medi Derma Hospital', 'BBMP Park', 'Thanisandra Railway Station', 'Byrathi Sports Ground']","Constructed on a super built up area of 1100 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 1st level of a 4 storey building. This 5-10 years old property is available for immediate possession as the project is ready to move. Many of the modern amenities ...","['Wardrobe', 'Fan', 'Sofa', 'Dining Table', 'Light', 'Modular Kitchen', 'Chimney', 'No AC', 'No Bed', 'No Geyser', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4.3 out of 5']",https://imagecdn.99acres.com/media1/37357/4/747144934O-1776774232646.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Hennur Gardens', '2 BHK Flats for sale in Hennur Gardens']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinBudigere Cross, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woodscapes-budigere-cross-bangalore-east-1907-sqft-spid-R92581294,R92581294,Godrej Woodscapes,Godrej Woodscapes,13.049206,77.75181,2.7 Crore,"@ 14,158 per sqft","₹14,158 /sqft",Super Built-up area 1907(177.17 sq.m.)Carpet area: 1138 sqft (105.72 sq.m.)  sqft,177.17,3 Bedrooms,3 Bathrooms,2 Balconies,,"L3204, Budigere Cross, Bangalore",32nd   of 39 Floors,North-East,"Club,Park,Pool",Jan 2029,"Jul 13, 2026","['Holiday Inn Express', 'NH 75', 'VIBGYOR High School Kadugodi', 'Uptown Square', 'Whitefield Railway Station', 'Vitals Hospital', 'White Field (Kadugodi) Metro Station', 'Garden City University', 'GR Tech Park', 'Kempegowda International Airport']",North east facing & fully vastu compliant. 32nd floor with 2 balconies facing the clubhouse and inner view of the project. This is a very rare unit in woodscapes.,[],,"['Connectivity3.9 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/39607/5/792145638O-1783696046027.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Budigere Cross', '3 BHK Flats for sale in Budigere Cross']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinPanathur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-dream-acres-panathur-bangalore-east-1790-sqft-spid-C89322113,C89322113,Sobha dream acres,Sobha dream acres,12.9355734,77.7057495,2.59 Crore,"@ 14,473 per sqft","₹14,473 /sqft",Super Built-up area 1789.52(166.25 sq.m.)Carpet area: 1286.62 sqft (119.53 sq.m.)  sqft,166.25,3 Bedrooms,3 Bathrooms,1 Balcony,,"Shobha Ayana, Panathur, Bangalore",10th   of 11 Floors,East,Main Road,Dec 2027,"Apr 29, 2026","['Shiva Temple', 'Temple', 'Mar Thoma Church', 'State bank of india ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Indicash ATM', 'Axis bank ATM', 'Canara bank ATM', 'Maruthi clinic', 'Janani Clinic', 'Bright Smiles Family dental Care', 'Dental Zone- Dentist in Bangalore', 'Sanjeevini Clinic', 'Trust Chemists & Druggists', 'medplus', 'Slv Medical Store', 'Multi-level Car Parking', ""Cisco Visitor's Parking"", 'Vagdevi School Parking', 'Axis bank', 'Swati deluxe', 'Swathi', 'Sri Vishnu', 'Clubhouse Cafe', 'Vagdevi School Canteen', 'The Island', 'Fenix - Sunray Hotel', 'Bhagini', 'Chulha Bhatti', 'Mast Biryani', 'Khan Saheb', 'Pizza Hut', ""Faaso's"", ""Papa John's"", 'Jalsa Gold Restaurant', 'Float Rooftop Restaurant', 'Food Court', 'The Black Pearl', 'Bakery', 'Bingo - Closed', 'Orchids The International School Panathur', 'Krishvi Gavakshi', 'Geethanchali olypiad', 'New Horizon Gurukul', 'Vagdevi Vilas super school', 'New Horizon Vidya Mandir', 'BGL 14', 'BGL 15', 'Harman']","Prime apartment in sobha ayana available at a very attractive price (11 lakhs below the current market price). East facing, 10th floor, in a prime tower. Super area 1789 sq ft, with 3bhk and 3 toilets and is vaastu compliant. Amenities include several clubhouses and swimming pools along with gymnasi...",[],"['Lift(s)', 'Security / Fire Alarm', 'Power Back-up', 'Corner Property', 'Vaastu Compliant', 'Intercom Facility', 'Gated Society', '1 Covered Parking', 'Swimming Pool', 'Visitor Parking', 'Park', 'Piped-gas', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Club house', 'Gymnasium', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']","['Connectivity4 out of 5', 'Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/36506/19/730139972O-1774076719999.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Outer Ring Road East', 'Flats for sale in Panathur', '3 BHK Flats for sale in Panathur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Facing"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinChikkavaderapura, Near Varthur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brigade-sanctuary-chikkavaderapura-bangalore-east-1728-sqft-spid-K91349948,K91349948,Brigade Sanctuary,Brigade Sanctuary,12.89508,77.749055,2.6 Crore,"@ 15,046 per sqft","₹15,046 /sqft",Super Built-up area 1728(160.54 sq.m.)Carpet area: 1106 sqft (102.75 sq.m.)  sqft,160.54,3 Bedrooms,3 Bathrooms,2 Balconies,,"Chikkavaderapura, Near Varthur, Bangalore",12nd   of 27 Floors,East,,Dec 2028,"May 27, 2026","['State Highway 35', 'Oakridge International School Bangalore', 'Kidztopiaa Amusement Park', 'Wipro SEZ', 'Karmelaram Railway Station', 'Azim Premji University', 'Manipal Hospital', 'Nexus Whitefield Shopping Mall', 'Sheelavanthakere Lake View Park', 'Radisson Blu Hotel', 'Clover Greens Golf Course', 'HAL Airport', 'Atal Bihari Vajpayee Stadium']","A premium 3bhk flat on the 12th floor of tower f in the highly anticipated brigade sanctuary. Positioned perfectly in the mid-High zone of a 27-Story tower, it ensures excellent natural light, ventilation, and unblocked views. This is a direct-Owner assignment sale priced competitively, offering a h...",[],,,https://imagecdn.99acres.com/media1/38582/4/771644006O-1780575988742.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Chikkavaderapura', '3 BHK Flats for sale in Chikkavaderapura']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinYeshwanthpur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-deccan-habitat-yeshwanthpur-bangalore-west-1795-sqft-r1-spid-M90913518,M90913518,Deccan Habitat,Deccan Habitat,13.029571199722223,77.545911,2.75 Crore,"@ 24,101 per sqft","₹24,101 /sqft",Super Built-up area 1795(166.76 sq.m.)Carpet area: 1141 sqft (106 sq.m.)  sqft,166.76,3 Bedrooms,3 Bathrooms,2 Balconies,Store Room,"Yeshwanthpur, Bangalore",3rd   of 10 Floors,North,,1 to 5 Year Old,"May 29, 2026","['Goraguntepalya Metro Station', 'Vaishnavi Sapphire Mall', 'AH47, Yeshwanthpur Industrial Area', 'Orchids Intl School - Mahalakshmi Layout', 'Ramaiah University of Applied Sciences', 'Sparsh Hospital', 'Kempegowda Airport KIAL Rd']","This property faces the north direction. Constructed on a super built up area of 1795 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 10 floors in total and the flat for sale is located on the 3rd floor. This 1-5 years old property is available for ...","['Water Purifier', 'Fan', 'Fridge', 'Dining Table', '4 Geyser', 'Stove', 'Light', '3 AC', '2 TV', 'Modular Kitchen', 'Chimney', '3 Bed', '4 Wardrobe', 'Sofa', 'Washing Machine', 'Microwave']",,"['Connectivity4.6 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/37818/0/756360196O-1778304152618.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Yeshwanthpur', '3 BHK Flats for sale in Yeshwanthpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinThanisandra, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ds-max-skycity-thanisandra-bangalore-north-2300-sqft-spid-B89915752,B89915752,DS MAX Skycity,DS MAX Skycity,13.08163888888889,77.63533055555557,2.5 Crore,"@ 10,869 per sqft","₹10,869 /sqft",Super Built-up area 2300(213.68 sq.m.)  sqft,213.68,3 Bedrooms,3 Bathrooms,2 Balconies,,"Thanisandra, Bangalore",7th   of 19 Floors,North,Others,0 to 1 Year Old,"Apr 08, 2026","['Venkateshpura metro station', 'Bhartiya mall of bengaluru', 'SH 104 Devin Paradise Enclave', 'Mannath school', 'Sindhi PU college', 'Mintu hospital', 'Jakkur aerodrome', 'Yelahanka junction']","We are the proud owners of this 3 bhk apartment available in ds max skycity, thanisandra, bangalore north. This it is a and the unit is located on 7th floor and has a super built-Up area of 2300 sq.Ft. . It has 3 bathroom(s) and 2 balcony(s). The ownership is freehold type.",[],,"['Construction4 out of 5', 'Amenities3.8 out of 5', 'Management4 out of 5', 'Connectivity4.2 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/36990/17/739817738O-1775640326791.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Thanisandra Main Road', 'Flats for sale in Thanisandra', '3 BHK Flats for sale in Thanisandra']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"2 BHK FlatinVarthur, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ahad-opus-varthur-bangalore-east-1092-sqft-spid-Y91179160,Y91179160,Ahad Opus,Ahad Opus,12.898348699722222,77.7089545,1.36 Crore,"@ 19,077 per sqft","₹19,077 /sqft",Super Built-up area 1092(101.45 sq.m.)Carpet area: 712.87 sqft (66.23 sq.m.)  sqft,101.45,2 Bedrooms,2 Bathrooms,1 Balcony,,"C-1105, Varthur, Bangalore",11st   of 17 Floors,North-East,Others,1 to 5 Year Old,"Jul 06, 2026","['Banashankari Metro Station', 'Market Square Mall Sarjapur Road', 'SH 35, Choudadenahalli', 'Harvest International School', 'Dayananda Sagar University (DSU)', 'Belenus Champion Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station']","Constructed on a super built up area of 1047 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 17 floors and this property is situated on 11th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. Many of t...","['2 Wardrobe', 'Fan', '2 Geyser', 'Light', 'Modular Kitchen', 'Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",https://imagecdn.99acres.com/media1/39417/3/788343376O-1783154223414.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Varthur', '2 BHK Flats for sale in Varthur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"2 BHK FlatinWhitefield, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-splendour-whitefield-bangalore-east-992-sqft-spid-F88920034,F88920034,Godrej Splendour,Godrej Splendour,13.011717124187,77.745932525364,1.3 Crore,"@ 13,104 per sqft","₹13,104 /sqft",Super Built-up area 992(92.16 sq.m.)Carpet area: 599 sqft (55.65 sq.m.)  sqft,92.16,2 Bedrooms,2 Bathrooms,1 Balcony,,"Whitefield, Bangalore",11st   of 27 Floors,East,"Pool,Park,Club,Main Road,Others",Within 6 months,"Jun 19, 2026","['Orchids The International School', 'Whitefield Hoskote Road', 'Miracle Hospital', 'Whitefield Railway Station', 'Whitefield (Kadugodi) Metro Station', 'Battarahalli Indoor Stadium', 'Four Points by Sheraton Bengaluru', 'GR Tech Park Office Space', 'MVJ College of Engineering', 'Svyasa University', 'Ascendas Park Square Mall', 'Sky Zone Bengaluru', 'Kempegowda International Airport', 'Belathur Main Road']","This is a east-Facing property. The flat is over 992 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 11th floor of this 27 floors tall residential building. This residential flat is currently under construction and you can expect the po...",,,"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",https://imagecdn.99acres.com/media1/39209/4/784184390O-1782538248851.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Whitefield', '2 BHK Flats for sale in Whitefield']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""WheelChair Friendly"": "":"", ""Water Source"": "":"", ""Power Backup"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
bangalore,"3 BHK FlatinGattahalli, Near Sarjapur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parkway-homes-gattahalli-bangalore-south-1253-sqft-spid-R90577108,R90577108,Parkway Homes,Parkway Homes,12.866847222222225,77.68402777777779,1.4 Crore,"@ 11,173 per sqft","₹11,173 /sqft",Super Built-up area 1253(116.41 sq.m.)  sqft,116.41,3 Bedrooms,2 Bathrooms,2 Balconies,,"Gattahalli, Near Sarjapur Road, Bangalore",2nd   of 14 Floors,West,"Pool,Park,Club,Main Road,Others",1 to 5 Year Old,"May 12, 2026","['Electronic City Subwat Station', 'National Highway 44', 'Smrti Academy', 'PES University', 'Kauvery Hospital', 'Kempegowda International Airport', 'Huskur Road Metro Station', 'Salarpuria Infozone', 'Svenska Design Hotels', 'Play Arena', 'Infosys Golf Course']","A well-Maintained, ready-To-Move 3 bhk (1249 sq. Ft.) on the 2nd floor of a 14-Floor tower. The flat is semi-Furnished, with good natural light and ventilation, perfect for comfortable living. The society offers all essential amenities like clubhouse, swimming pool, gym, lift, and power backup. Loca...","['2 Wardrobe', 'Fan', 'Light', 'Modular Kitchen', 'Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Construction3.7 out of 5', 'Amenities3.7 out of 5', 'Management3.4 out of 5', 'Connectivity3.8 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/37390/13/747813840O-1776873222672.jpg,"['Home', 'Property in Bangalore', 'Flats for sale in Bangalore', 'Flats for sale in Gattahalli', '3 BHK Flats for sale in Gattahalli']","{""Property Ownership"": "":"", ""Parking"": "":"", ""Furnishing"": "":"", ""Flooring"": "":"", ""Power Backup"": "":"", ""RERA"": "":""}",REGISTERED,https://rera.karnataka.gov.in/,,,,,
