city,property_name,link,property_id,society,societyName,latitude,longitude,price,pricePerSqft,area,areaWithType,areaSqm,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,overlooking,agePossession,postedDate,nearbyLocations,description,furnishDetails,features,rating,mainImage,breadcrumbHierarchy,additionalDetailsJson,reraStatus,reraWebsite,dealerName,dealerCompany,dealerMemberSince,dealerAddress,dealerWebsite
chandigarh,"3 BHK FlatinMullanpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omaxe-the-lake-mullanpur-chandigarh-1870-sqft-spid-W90978126,W90978126,Omaxe The Lake,Omaxe The Lake,30.821866666666665,76.72588333333333,1.75 Crore,"@ 9,358 per sqft","₹9,358 /sqft",Carpet area: 1870 (173.73 sq.m.)  sqft,173.73,3 Bedrooms,3 Bathrooms,3 Balconies,Pooja Room,"Mullanpur, Chandigarh, India",11st   of 19 Floors,East,"Pool,Park,Club,Main Road,Others",0 to 1 Year Old,"Jul 08, 2026",,"The flat is east-Facing. The flat is over 1870 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 19 floors and this property is situated on 11th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as ...","['Wardrobe', 'Fan', '3 Geyser', 'Light', 'Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Connectivity3.9 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area4 out of 5']",https://imagecdn.99acres.com/media1/37817/10/756350044O-1778303179389.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Mullanpur', '3 BHK Flats in Mullanpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,,,,,
chandigarh,"3 BHK Flatin Zirakpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulnaar-meadows-zirakpur-chandigarh-2200-sqft-spid-W91918470,W91918470,Gulnaar Meadows,Gulnaar Meadows,30.663629999999998,76.819445,1.85 Crore,"@ 8,409 per sqft","₹8,409 /sqft",Super Built-up area 2200(204.39 sq.m.)  sqft,204.39,3 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,"Zirakpur, Chandigarh, India",1st   of 4 Floors,South-West,Main Road,0 to 1 Year Old,"Jun 16, 2026",,"O km from chandigarh
6 km from elante
Gated
With club house
Zero gst
Ready to move","['3 Wardrobe', 'Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.3 out of 5']",https://imagecdn.99acres.com/media1/38872/17/777457826O-1781507455275.jpg,"['Home', 'Flats in Chandigarh', 'Flats in Zirakpur', '3 BHK Flats in Zirakpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,,,,,
chandigarh,"3 BHK FlatinMullanpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mullanpur-chandigarh-1486-sqft-spid-G90112258,G90112258,Omaxe the resort,Omaxe the resort ,30.8137769,76.71296770000001,1.2 Crore,"@ 8,075 per sqft","₹8,075 /sqft",Super Built-up area 1486(138.05 sq.m.)Built-up area: 1295 sqft (120.31 sq.m.)Carpet area: 1005 sqft (93.37 sq.m.)  sqft,138.05,3 Bedrooms,3 Bathrooms,2 Balconies,"Store Room,Pooja Room,Study Room","Mullanpur, Chandigarh, India",10th   of 21 Floors,South,"Pool,Park,Club,Main Road",0 to 1 Year Old,"Jun 03, 2026",,"This property faces the south direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1486 sq.Ft. The property is located on the 10th floor of a 21 floors tall building. This is a ready to move project and the property is 0-1 year old. The b...","['Modular Kitchen', 'Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Power Back-up', '1 Covered Parking', '1 Open Parking', 'Swimming Pool', 'Park', 'Club house', 'Gymnasium', 'Rain Water Harvesting']","['Connectivity3.9 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area4 out of 5']",https://imagecdn.99acres.com/media1/37969/15/759395518O-1778751204600.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Mullanpur', '3 BHK Flats in Mullanpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Facing"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://www.rera.punjab.gov.in/,,,,,
chandigarh,"3 BHK FlatinZirakpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ananta-aspire-zirakpur-chandigarh-1843-sqft-spid-B91420644,B91420644,Ananta Aspire,Ananta Aspire,30.6399875,76.8047656,1.6 Crore,"@ 8,708 per sqft","₹8,708 /sqft",Super Built-up area 1843(171.22 sq.m.)Built-up area: 1248 sqft (115.94 sq.m.)Carpet area: 1064 sqft (98.85 sq.m.)  sqft,171.22,3 Bedrooms,3 Bathrooms,3 Balconies,Pooja Room,"801, Zirakpur, Chandigarh, India",8th   of 17 Floors,North-East,"Park,Pool,Club,Main Road",0 to 1 Year Old,"Jun 24, 2026",,"This property faces the north-East direction. The flat occupies a super built up area of 1843 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat is situated on the 8th floor of this 17 floors tall residential building. This is a ready to move project and the property is 0-1 y...","['3 Wardrobe', 'Water Purifier', 'Stove', 'Chimney', 'Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']",,"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.3 out of 5']",https://imagecdn.99acres.com/media1/39115/4/782304230O-1782233969945.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Zirakpur', '3 BHK Flats in Zirakpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,KARN PRABHAKAR,KEYLOCK HOMES,"Member Since May, 2026","motiya guildford square , Mohali",
chandigarh,"3 BHK FlatinZirakpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-maya-garden-city-zirakpur-chandigarh-1550-sqft-spid-L92577294,L92577294,Maya Garden City,Maya Garden City,30.62844894383628,76.82814844083589,68 Lac,"@ 4,387 per sqft","₹4,387 /sqft",Built-up area: 1550 (144 sq.m.)  sqft,144,3 Bedrooms,3 Bathrooms,3 Balconies,Pooja Room,"Zirakpur, Chandigarh, India",3rd   of 8 Floors,North-East,"Pool,Park",1 to 5 Year Old,"Jul 14, 2026",,"The flat is north-East-Facing. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a built up area of 1550 sq.Ft. The residential building has 8 floors in total and the flat for sale is located on the 3rd floor. This is a ready to move project and the property is 1-5 years...",,,"['Construction3.4 out of 5', 'Amenities4 out of 5', 'Management3.7 out of 5', 'Connectivity4.1 out of 5', 'Green Area4.1 out of 5']",https://imagecdn.99acres.com/media1/39602/15/792055444O-1783687088791.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Zirakpur', '3 BHK Flats in Zirakpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,,,,,
chandigarh,"2 BHK FlatinDera Bassi, Chandigarh",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-steel-strips-towers-dera-bassi-chandigarh-1219-sqft-r2-spid-M83848300,M83848300,Steel Strips Towers,Steel Strips Towers,30.5886835,76.8470955,68.5 Lac,"@ 8,146 per sqft","₹8,146 /sqft",Super Built-up area 1219.09(113.26 sq.m.)Carpet area: 840.85 sqft (78.12 sq.m.)  sqft,113.26,2 Bedrooms,2 Bathrooms,3 Balconies,Others,"Dera Bassi, Chandigarh, India",2nd   of 7 Floors,East,"Park,Pool,Main Road,Club",1 to 5 Year Old,"May 27, 2026",,"This beautiful 2 bhk flat in dera bassi, chandigarh is situated in steel strips towers, one of the popular residential society in chandigarh. The flat is facing the east direction. The flat is over 1219 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. This flat li...","['Fan', 'Stove', 'Light', 'Chimney', 'Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Construction3.1 out of 5', 'Amenities3.4 out of 5', 'Management2.9 out of 5', 'Connectivity3.9 out of 5', 'Green Area3.6 out of 5']",https://imagecdn.99acres.com/media1/38307/5/766145030O-1779786667149.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Dera Bassi', '2 BHK Flats in Dera Bassi']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""Water Source"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,RAVI SHARMA,AARAVI INFRA,"Member Since Nov, 2024","House no 212  gomala vihar derabassi zirakur, Mohali",
chandigarh,"3 BHK FlatinZirakpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-green-lotus-utsav-zirakpur-chandigarh-2525-sqft-r1-spid-S88578924,S88578924,Green Lotus Utsav,Green Lotus Utsav,30.617208,76.8019722,2.75 Crore,"@ 10,891 per sqft","₹10,891 /sqft",Super Built-up area 2525(234.58 sq.m.)Built-up area: 1917 sqft (178.1 sq.m.)Carpet area: 1346 sqft (125.05 sq.m.)  sqft,234.58,3 Bedrooms,3 Bathrooms,3 Balconies,,"Zirakpur, Chandigarh, India",8th   of 13 Floors,East,"Pool,Park,Club,Main Road,Others",0 to 1 Year Old,"Jun 17, 2026",,"The flat is east-Facing. The flat is over 2525 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 13 floors and this property is situated on 8th floor. As the project is already ready to move, so you can easily move into this 0-1 year old pro...","['Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Construction3.1 out of 5', 'Amenities3.7 out of 5', 'Management3.4 out of 5', 'Connectivity3.6 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/36121/6/722426327O-1772797180377.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Zirakpur', '3 BHK Flats in Zirakpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,,,,,
chandigarh,"3 BHK FlatinMullanpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambika-florence-park-mullanpur-chandigarh-1775-sqft-spid-Q91010504,Q91010504,Ambika Florence Park,Ambika Florence Park,30.812666,76.71308880000001,1.35 Crore,"@ 7,605 per sqft","₹7,605 /sqft",Super Built-up area 1775(164.9 sq.m.)Built-up area: 1487 sqft (138.15 sq.m.)Carpet area: 1380 sqft (128.21 sq.m.)  sqft,164.9,3 Bedrooms,3 Bathrooms,3+ Balconies,"Study Room,Pooja Room,Store Room","Mullanpur, Chandigarh, India",10th   of 18 Floors,East,"Pool,Park,Club,Main Road,Others",1 to 5 Year Old,"Jul 05, 2026",,"This property faces the east direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1775 sq.Ft. The flat has a total of 18 floors and this property is situated on 10th floor. Being a ready to move project, you can expect immediate...","['Water Purifier', 'Fan', '3 Geyser', 'Light', 'Modular Kitchen', '2 AC', 'Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']",,"['Construction3.1 out of 5', 'Amenities3.8 out of 5', 'Management3.4 out of 5', 'Connectivity3.5 out of 5', 'Green Area3.6 out of 5']",https://imagecdn.99acres.com/media1/38959/7/779187560O-1781763554493.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Mullanpur', '3 BHK Flats in Mullanpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,NITISH KUMAR,RISHI PROPERTIES,"Member Since Dec, 2019","1705 A, India Trade Tower Omaxe, New, Mohali",
chandigarh,"4 BHK FlatinMullanpur, Chandigarh",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ambika-florence-park-mullanpur-chandigarh-3450-sqft-spid-X91012336,X91012336,Ambika Florence Park,Ambika Florence Park,30.8138024,76.7130743,3.15 Crore,"@ 9,130 per sqft","₹9,130 /sqft",Super Built-up area 3450(320.52 sq.m.)Built-up area: 2510 sqft (233.19 sq.m.)Carpet area: 2260 sqft (209.96 sq.m.)  sqft,320.52,4 Bedrooms,4 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Store Room","Mullanpur, Chandigarh, India",7th   of 18 Floors,North,"Pool,Park,Club,Main Road,Others",1 to 5 Year Old,"Jul 03, 2026",,"This is a north-Facing property. The flat is over 3450 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 18 floors and this property is situated on 7th floor. Being a ready to move project, you can expect immediate possession of th...","['3 Wardrobe', 'Fan', '4 Geyser', 'Stove', 'Light', '3 AC', 'Chimney', 'Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Construction3.1 out of 5', 'Amenities3.8 out of 5', 'Management3.4 out of 5', 'Connectivity3.5 out of 5', 'Green Area3.6 out of 5']",https://imagecdn.99acres.com/media1/37900/15/758015808O-1778573193041.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Mullanpur', '4 BHK Flats in Mullanpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,NITISH KUMAR,RISHI PROPERTIES,"Member Since Dec, 2019","1705 A, India Trade Tower Omaxe, New, Mohali",
chandigarh,"3 BHK FlatinMullanpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambika-florence-park-mullanpur-chandigarh-1775-sqft-spid-A92177720,A92177720,Ambika Florence Park,Ambika Florence Park,30.812666,76.71308880000001,1.39 Crore,"@ 7,830 per sqft","₹7,830 /sqft",Super Built-up area 1775(164.9 sq.m.)Built-up area: 1487 sqft (138.15 sq.m.)Carpet area: 1380 sqft (128.21 sq.m.)  sqft,164.9,3 Bedrooms,3 Bathrooms,3 Balconies,Store Room,"Mullanpur, Chandigarh, India",14th   of 18 Floors,East,"Club,Main Road,Park,Pool",5 to 10 Year Old,"Jul 14, 2026",,"Ambika florence park 3 bhk + utility for sale  Location: Ambika florence park, new chandigarh (Mullanpur)
 Super area: 1775 sq.Ft.
 3 spacious bedrooms + utility room
 Semi-Furnished | ready to moveExperience premium living in this beautifully designed semi-Furnished apartment featuring elegant ...","['Bed', 'Wardrobe', 'Fan', 'Geyser', 'Light', 'AC', 'Modular Kitchen', 'Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Construction3.1 out of 5', 'Amenities3.8 out of 5', 'Management3.4 out of 5', 'Connectivity3.5 out of 5', 'Green Area3.6 out of 5']",https://imagecdn.99acres.com/media1/39687/12/793752260O-1783926636421.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Mullanpur', '3 BHK Flats in Mullanpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,Pardeep,Noor Property,"Member Since Jun, 2026","SCO No. 37, 2nd Floor , Omaxe Phase 1,, Chandigarh",
chandigarh,"2 BHK FlatinMullanpur, Chandigarh",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-omaxe-the-lake-mullanpur-chandigarh-1325-sqft-spid-B91314608,B91314608,Omaxe The Lake,Omaxe The Lake,30.8212136,76.72751960000001,1.12 Crore,"@ 8,452 per sqft","₹8,452 /sqft",Super Built-up area 1325(123.1 sq.m.)Built-up area: 988 sqft (91.79 sq.m.)Carpet area: 807 sqft (74.97 sq.m.)  sqft,123.1,2 Bedrooms,2 Bathrooms,2 Balconies,,"Mullanpur, Chandigarh, India",5th   of 19 Floors,North,"Pool,Park,Club,Main Road,Others",0 to 1 Year Old,"Jun 04, 2026",,"This residential flat is north-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1325 sq.Ft. This flat lies on the 5th level of a 19 storey building. As the project is already ready to move, ...","['2 Bed', 'Wardrobe', 'Water Purifier', 'Fan', 'Geyser', 'Light', 'Modular Kitchen', 'No AC', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']",,"['Connectivity3.9 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area4 out of 5']",https://imagecdn.99acres.com/media1/38579/1/771581232O-1780570599688.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Mullanpur', '2 BHK Flats in Mullanpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,,,,,
chandigarh,3 BHK FlatinNew Chandigarh,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omaxe-new-chandigarh-2300-sqft-spid-Y90873720,Y90873720,Omaxe,Omaxe,30.8212136,76.72751960000001,2.25 Crore,"@ 9,782 per sqft","₹9,782 /sqft",Super Built-up area 2300(213.68 sq.m.)  sqft,213.68,3 Bedrooms,3 Bathrooms,3+ Balconies,Store Room,"New Chandigarh, Chandigarh, India",7th   of 18 Floors,North,"Pool,Park,Main Road,Others,Club",0 to 1 Year Old,"Jul 03, 2026",,"This residential flat is north-Facing direction. The flat is over 2300 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 7th floor of a 18 floors tall building. This is a ready to move project and the property is 0-1 year ol...","['Wardrobe', 'Light', 'Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Security / Fire Alarm', 'Power Back-up', 'Corner Property', 'Vaastu Compliant', '2 Covered Parking', '1 Open Parking', 'Security Guard', 'Swimming Pool', 'Visitor Parking', 'Park', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Club house', 'Gymnasium', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']","['Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.3 out of 5', 'Green Area4.4 out of 5']",https://imagecdn.99acres.com/media1/37901/13/758033450O-1778574756853.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in New Chandigarh', '3 BHK Flats in New Chandigarh']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Facing"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://www.rera.punjab.gov.in/,NITISH KUMAR,RISHI PROPERTIES,"Member Since Dec, 2019","1705 A, India Trade Tower Omaxe, New, Mohali",
chandigarh,"3 BHK FlatinZirakpur, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-green-lotus-utsav-zirakpur-chandigarh-2525-sqft-spid-P91120078,P91120078,Green Lotus Utsav,Green Lotus Utsav,30.6167955,76.8003157,2.1 Crore,"@ 8,316 per sqft","₹8,316 /sqft",Super Built-up area 2525(234.58 sq.m.)Built-up area: 1917 sqft (178.1 sq.m.)Carpet area: 1346 sqft (125.05 sq.m.)  sqft,234.58,3 Bedrooms,3 Bathrooms,3 Balconies,"Study Room,Servant Room,Pooja Room","Zirakpur, Chandigarh, India",7th   of 13 Floors,,"Pool,Park,Main Road,Club,Others",0 to 1 Year Old,"Jul 11, 2026",,"The flat occupies a super built up area of 2525 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 7th floor of a 13 floors tall building. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes wel...","['Water Purifier', 'Fan', 'Fridge', '4 Geyser', 'Stove', 'Light', 'Modular Kitchen', 'Chimney', '4 AC', '3 Wardrobe', 'Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']",,"['Construction3.1 out of 5', 'Amenities3.7 out of 5', 'Management3.4 out of 5', 'Connectivity3.6 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/38055/3/761103596O-1779015064709.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Zirakpur', '3 BHK Flats in Zirakpur']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",REGISTERED,https://www.rera.punjab.gov.in/,Yasir ahmad,Manzil,"Member Since May, 2023","Shop no 1 tulip heights society, Mohali",
chandigarh,"3 BHK FlatinVillage Pabhat, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-village-pabhat-mohali-1880-sqft-spid-T92393836,T92393836,RIVERDALE APARTMENTS,RIVERDALE APARTMENTS,30.656108333333332,76.81162777777777,80 Lac,"@ 4,255 per sqft","₹4,255 /sqft",Super Built-up area 1880(174.66 sq.m.)  sqft,174.66,3 Bedrooms,3 Bathrooms,3 Balconies,Others,"Village Pabhat, Chandigarh, India",2nd   of 8 Floors,North,"Park,Pool,Club,Main Road,Others",1 to 5 Year Old,"Jul 13, 2026",,"This is a north-Facing property. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1880 sq.Ft. This flat is situated on the 2nd floor of this 8 floors tall residential building. This is a ready to move project and the property is 1-5 years old. T...","['Wardrobe', 'Fan', 'Geyser', 'Light', 'AC', 'Modular Kitchen', 'Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Water purifier', 'Power Back-up', 'Security / Fire Alarm', 'Corner Property', 'Vaastu Compliant', 'Intercom Facility', 'Gated Society', '1 Covered Parking', '1 Open Parking', 'Security Guard', 'Swimming Pool', 'Visitor Parking', 'Park', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Club house', 'Gymnasium', 'Waste Disposal', 'Rain Water Harvesting']",,https://imagecdn.99acres.com/media1/39430/16/788616526O-1783189957563.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Zirakpur', 'Flats in Village Pabhat', '3 BHK Flats in Village Pabhat']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Facing"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://www.rera.punjab.gov.in/,,,,,
chandigarh,"3 BHK FlatinVip Road, Chandigarh",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vip-road-chandigarh-1180-sqft-spid-I91258170,I91258170,aggarsen enclave,aggarsen enclave,30.62374753728493,76.80254913958821,70 Lac,"@ 5,932 per sqft","₹5,932 /sqft",Super Built-up area 1180(109.63 sq.m.)Carpet area: 950 sqft (88.26 sq.m.)  sqft,109.63,3 Bedrooms,3 Bathrooms,1 Balcony,Servant Room,"Vip Road, Chandigarh, India",1st   of 3 Floors,North,,0 to 1 Year Old,"Jul 13, 2026",,This property is just 0km from chandigarh and lies in a locality that is bear a huge developing area. This property will grow with time and is located in a small society with less than 100appartments.,"['3 Wardrobe', 'Light', 'Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Gated Society', '1 Covered Parking', 'Security Guard', 'Visitor Parking', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']","['Connectivity3.7 out of 5', 'Lifestyle3.8 out of 5', 'Safety3.6 out of 5', 'Green Area3.9 out of 5']",https://imagecdn.99acres.com/media1/38217/0/764340914O-1779522452634.jpg,"['Home', 'Property in Chandigarh', 'Flats in Chandigarh', 'Flats in Zirakpur', 'Flats in Vip Road', '3 BHK Flats in Vip Road']","{""Transaction Type"": "":"", ""Property Ownership"": "":"", ""Facing"": "":"", ""Flooring"": "":"", ""Furnishing"": "":"", ""Width of facing road"": "":"", ""Parking"": "":"", ""Power Backup"": "":""}",NOT AVAILABLE,https://www.rera.punjab.gov.in/,,,,,
